"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Month"	"Month Code"	"Gender"	"Gender Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"68 years"	"68"	"Jul., 2020"	"2020/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	242	Not Applicable	Not Applicable
	"68 years"	"68"	"Jul., 2020"	"2020/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	401	Not Applicable	Not Applicable
	"68 years"	"68"	"Aug., 2020"	"2020/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	222	Not Applicable	Not Applicable
	"68 years"	"68"	"Aug., 2020"	"2020/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	347	Not Applicable	Not Applicable
	"68 years"	"68"	"Sep., 2020"	"2020/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	137	Not Applicable	Not Applicable
	"68 years"	"68"	"Sep., 2020"	"2020/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	203	Not Applicable	Not Applicable
	"68 years"	"68"	"Oct., 2020"	"2020/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	167	Not Applicable	Not Applicable
	"68 years"	"68"	"Oct., 2020"	"2020/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	262	Not Applicable	Not Applicable
	"68 years"	"68"	"Nov., 2020"	"2020/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	338	Not Applicable	Not Applicable
	"68 years"	"68"	"Nov., 2020"	"2020/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	573	Not Applicable	Not Applicable
	"68 years"	"68"	"Dec., 2020"	"2020/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	668	Not Applicable	Not Applicable
	"68 years"	"68"	"Dec., 2020"	"2020/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1069	Not Applicable	Not Applicable
	"68 years"	"68"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	781	Not Applicable	Not Applicable
	"68 years"	"68"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1286	Not Applicable	Not Applicable
	"68 years"	"68"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	411	Not Applicable	Not Applicable
	"68 years"	"68"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	646	Not Applicable	Not Applicable
	"68 years"	"68"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	207	Not Applicable	Not Applicable
	"68 years"	"68"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	277	Not Applicable	Not Applicable
	"68 years"	"68"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	162	Not Applicable	Not Applicable
	"68 years"	"68"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	233	Not Applicable	Not Applicable
	"68 years"	"68"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	151	Not Applicable	Not Applicable
	"68 years"	"68"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	190	Not Applicable	Not Applicable
	"68 years"	"68"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	72	Not Applicable	Not Applicable
	"68 years"	"68"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	99	Not Applicable	Not Applicable
	"68 years"	"68"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	101	Not Applicable	Not Applicable
	"68 years"	"68"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	123	Not Applicable	Not Applicable
	"68 years"	"68"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	451	Not Applicable	Not Applicable
	"68 years"	"68"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	608	Not Applicable	Not Applicable
	"68 years"	"68"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	603	Not Applicable	Not Applicable
	"68 years"	"68"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	789	Not Applicable	Not Applicable
	"68 years"	"68"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	416	Not Applicable	Not Applicable
	"68 years"	"68"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	522	Not Applicable	Not Applicable
	"68 years"	"68"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	289	Not Applicable	Not Applicable
	"68 years"	"68"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	389	Not Applicable	Not Applicable
	"68 years"	"68"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	420	Not Applicable	Not Applicable
	"68 years"	"68"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	629	Not Applicable	Not Applicable
	"68 years"	"68"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	656	Not Applicable	Not Applicable
	"68 years"	"68"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	923	Not Applicable	Not Applicable
	"68 years"	"68"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	351	Not Applicable	Not Applicable
	"68 years"	"68"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	540	Not Applicable	Not Applicable
	"68 years"	"68"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	56	Not Applicable	Not Applicable
	"68 years"	"68"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	83	Not Applicable	Not Applicable
	"69 years"	"69"	"Mar., 2020"	"2020/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	42	Not Applicable	Not Applicable
	"69 years"	"69"	"Mar., 2020"	"2020/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	88	Not Applicable	Not Applicable
	"69 years"	"69"	"Apr., 2020"	"2020/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	459	Not Applicable	Not Applicable
	"69 years"	"69"	"Apr., 2020"	"2020/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	856	Not Applicable	Not Applicable
	"69 years"	"69"	"May, 2020"	"2020/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	276	Not Applicable	Not Applicable
	"69 years"	"69"	"May, 2020"	"2020/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	456	Not Applicable	Not Applicable
	"69 years"	"69"	"Jun., 2020"	"2020/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	128	Not Applicable	Not Applicable
	"69 years"	"69"	"Jun., 2020"	"2020/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	188	Not Applicable	Not Applicable
	"69 years"	"69"	"Jul., 2020"	"2020/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	235	Not Applicable	Not Applicable
	"69 years"	"69"	"Jul., 2020"	"2020/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	405	Not Applicable	Not Applicable
	"69 years"	"69"	"Aug., 2020"	"2020/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	233	Not Applicable	Not Applicable
	"69 years"	"69"	"Aug., 2020"	"2020/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	382	Not Applicable	Not Applicable
	"69 years"	"69"	"Sep., 2020"	"2020/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	160	Not Applicable	Not Applicable
	"69 years"	"69"	"Sep., 2020"	"2020/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	236	Not Applicable	Not Applicable
	"69 years"	"69"	"Oct., 2020"	"2020/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	181	Not Applicable	Not Applicable
	"69 years"	"69"	"Oct., 2020"	"2020/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	283	Not Applicable	Not Applicable
	"69 years"	"69"	"Nov., 2020"	"2020/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	378	Not Applicable	Not Applicable
	"69 years"	"69"	"Nov., 2020"	"2020/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	588	Not Applicable	Not Applicable
	"69 years"	"69"	"Dec., 2020"	"2020/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	713	Not Applicable	Not Applicable
	"69 years"	"69"	"Dec., 2020"	"2020/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1118	Not Applicable	Not Applicable
	"69 years"	"69"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	836	Not Applicable	Not Applicable
	"69 years"	"69"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1220	Not Applicable	Not Applicable
	"69 years"	"69"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	417	Not Applicable	Not Applicable
	"69 years"	"69"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	646	Not Applicable	Not Applicable
	"69 years"	"69"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	197	Not Applicable	Not Applicable
	"69 years"	"69"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	319	Not Applicable	Not Applicable
	"69 years"	"69"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	165	Not Applicable	Not Applicable
	"69 years"	"69"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	215	Not Applicable	Not Applicable
	"69 years"	"69"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	143	Not Applicable	Not Applicable
	"69 years"	"69"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	165	Not Applicable	Not Applicable
	"69 years"	"69"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	69	Not Applicable	Not Applicable
	"69 years"	"69"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	88	Not Applicable	Not Applicable
	"69 years"	"69"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	93	Not Applicable	Not Applicable
	"69 years"	"69"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	130	Not Applicable	Not Applicable
	"69 years"	"69"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	423	Not Applicable	Not Applicable
	"69 years"	"69"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	570	Not Applicable	Not Applicable
	"69 years"	"69"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	619	Not Applicable	Not Applicable
	"69 years"	"69"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	801	Not Applicable	Not Applicable
	"69 years"	"69"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	432	Not Applicable	Not Applicable
	"69 years"	"69"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	563	Not Applicable	Not Applicable
	"69 years"	"69"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	291	Not Applicable	Not Applicable
	"69 years"	"69"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	426	Not Applicable	Not Applicable
	"69 years"	"69"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	428	Not Applicable	Not Applicable
	"69 years"	"69"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	581	Not Applicable	Not Applicable
	"69 years"	"69"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	697	Not Applicable	Not Applicable
	"69 years"	"69"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	935	Not Applicable	Not Applicable
	"69 years"	"69"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	378	Not Applicable	Not Applicable
	"69 years"	"69"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	548	Not Applicable	Not Applicable
	"69 years"	"69"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	47	Not Applicable	Not Applicable
	"69 years"	"69"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	93	Not Applicable	Not Applicable
	"70 years"	"70"	"Mar., 2020"	"2020/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	55	Not Applicable	Not Applicable
	"70 years"	"70"	"Mar., 2020"	"2020/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	102	Not Applicable	Not Applicable
	"70 years"	"70"	"Apr., 2020"	"2020/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	514	Not Applicable	Not Applicable
	"70 years"	"70"	"Apr., 2020"	"2020/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	861	Not Applicable	Not Applicable
	"70 years"	"70"	"May, 2020"	"2020/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	282	Not Applicable	Not Applicable
	"70 years"	"70"	"May, 2020"	"2020/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	463	Not Applicable	Not Applicable
	"70 years"	"70"	"Jun., 2020"	"2020/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	124	Not Applicable	Not Applicable
	"70 years"	"70"	"Jun., 2020"	"2020/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	240	Not Applicable	Not Applicable
	"70 years"	"70"	"Jul., 2020"	"2020/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	254	Not Applicable	Not Applicable
	"70 years"	"70"	"Jul., 2020"	"2020/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	419	Not Applicable	Not Applicable
	"70 years"	"70"	"Aug., 2020"	"2020/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	234	Not Applicable	Not Applicable
	"70 years"	"70"	"Aug., 2020"	"2020/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	396	Not Applicable	Not Applicable
	"70 years"	"70"	"Sep., 2020"	"2020/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	184	Not Applicable	Not Applicable
	"70 years"	"70"	"Sep., 2020"	"2020/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	239	Not Applicable	Not Applicable
	"70 years"	"70"	"Oct., 2020"	"2020/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	187	Not Applicable	Not Applicable
	"70 years"	"70"	"Oct., 2020"	"2020/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	310	Not Applicable	Not Applicable
	"70 years"	"70"	"Nov., 2020"	"2020/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	370	Not Applicable	Not Applicable
	"70 years"	"70"	"Nov., 2020"	"2020/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	633	Not Applicable	Not Applicable
	"70 years"	"70"	"Dec., 2020"	"2020/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	697	Not Applicable	Not Applicable
	"70 years"	"70"	"Dec., 2020"	"2020/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1209	Not Applicable	Not Applicable
	"70 years"	"70"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	840	Not Applicable	Not Applicable
	"70 years"	"70"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1392	Not Applicable	Not Applicable
	"70 years"	"70"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	408	Not Applicable	Not Applicable
	"70 years"	"70"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	725	Not Applicable	Not Applicable
	"70 years"	"70"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	207	Not Applicable	Not Applicable
	"70 years"	"70"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	319	Not Applicable	Not Applicable
	"70 years"	"70"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	167	Not Applicable	Not Applicable
	"70 years"	"70"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	221	Not Applicable	Not Applicable
	"70 years"	"70"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	145	Not Applicable	Not Applicable
	"70 years"	"70"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	181	Not Applicable	Not Applicable
	"70 years"	"70"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	69	Not Applicable	Not Applicable
	"70 years"	"70"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	92	Not Applicable	Not Applicable
	"70 years"	"70"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	94	Not Applicable	Not Applicable
	"70 years"	"70"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	125	Not Applicable	Not Applicable
	"70 years"	"70"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	425	Not Applicable	Not Applicable
	"70 years"	"70"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	585	Not Applicable	Not Applicable
	"70 years"	"70"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	652	Not Applicable	Not Applicable
	"70 years"	"70"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	773	Not Applicable	Not Applicable
	"70 years"	"70"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	359	Not Applicable	Not Applicable
	"70 years"	"70"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	523	Not Applicable	Not Applicable
	"70 years"	"70"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	291	Not Applicable	Not Applicable
	"70 years"	"70"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	380	Not Applicable	Not Applicable
	"70 years"	"70"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	467	Not Applicable	Not Applicable
	"70 years"	"70"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	601	Not Applicable	Not Applicable
	"70 years"	"70"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	742	Not Applicable	Not Applicable
	"70 years"	"70"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	982	Not Applicable	Not Applicable
	"70 years"	"70"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	390	Not Applicable	Not Applicable
	"70 years"	"70"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	574	Not Applicable	Not Applicable
	"70 years"	"70"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	55	Not Applicable	Not Applicable
	"70 years"	"70"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	103	Not Applicable	Not Applicable
	"71 years"	"71"	"Mar., 2020"	"2020/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	67	Not Applicable	Not Applicable
	"71 years"	"71"	"Mar., 2020"	"2020/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	120	Not Applicable	Not Applicable
	"71 years"	"71"	"Apr., 2020"	"2020/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	537	Not Applicable	Not Applicable
	"71 years"	"71"	"Apr., 2020"	"2020/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	865	Not Applicable	Not Applicable
	"71 years"	"71"	"May, 2020"	"2020/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	314	Not Applicable	Not Applicable
	"71 years"	"71"	"May, 2020"	"2020/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	425	Not Applicable	Not Applicable
	"71 years"	"71"	"Jun., 2020"	"2020/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	158	Not Applicable	Not Applicable
	"71 years"	"71"	"Jun., 2020"	"2020/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	203	Not Applicable	Not Applicable
	"71 years"	"71"	"Jul., 2020"	"2020/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	280	Not Applicable	Not Applicable
	"71 years"	"71"	"Jul., 2020"	"2020/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	410	Not Applicable	Not Applicable
	"71 years"	"71"	"Aug., 2020"	"2020/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	252	Not Applicable	Not Applicable
	"71 years"	"71"	"Aug., 2020"	"2020/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	383	Not Applicable	Not Applicable
	"71 years"	"71"	"Sep., 2020"	"2020/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	172	Not Applicable	Not Applicable
	"71 years"	"71"	"Sep., 2020"	"2020/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	229	Not Applicable	Not Applicable
	"71 years"	"71"	"Oct., 2020"	"2020/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	211	Not Applicable	Not Applicable
	"71 years"	"71"	"Oct., 2020"	"2020/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	352	Not Applicable	Not Applicable
	"71 years"	"71"	"Nov., 2020"	"2020/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	431	Not Applicable	Not Applicable
	"71 years"	"71"	"Nov., 2020"	"2020/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	705	Not Applicable	Not Applicable
	"71 years"	"71"	"Dec., 2020"	"2020/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	799	Not Applicable	Not Applicable
	"71 years"	"71"	"Dec., 2020"	"2020/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1239	Not Applicable	Not Applicable
	"71 years"	"71"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	926	Not Applicable	Not Applicable
	"71 years"	"71"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1445	Not Applicable	Not Applicable
	"71 years"	"71"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	436	Not Applicable	Not Applicable
	"71 years"	"71"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	681	Not Applicable	Not Applicable
	"71 years"	"71"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	252	Not Applicable	Not Applicable
	"71 years"	"71"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	336	Not Applicable	Not Applicable
	"71 years"	"71"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	191	Not Applicable	Not Applicable
	"71 years"	"71"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	223	Not Applicable	Not Applicable
	"71 years"	"71"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	158	Not Applicable	Not Applicable
	"71 years"	"71"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	188	Not Applicable	Not Applicable
