"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Month"	"Month Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"50 years"	"50"	"Nov., 2018"	"2018/11"	"Female"	"F"	460	Not Applicable	Not Applicable
	"50 years"	"50"	"Nov., 2018"	"2018/11"	"Male"	"M"	742	Not Applicable	Not Applicable
	"50 years"	"50"	"Dec., 2018"	"2018/12"	"Female"	"F"	483	Not Applicable	Not Applicable
	"50 years"	"50"	"Dec., 2018"	"2018/12"	"Male"	"M"	865	Not Applicable	Not Applicable
	"50 years"	"50"	"Jan., 2019"	"2019/01"	"Female"	"F"	528	Not Applicable	Not Applicable
	"50 years"	"50"	"Jan., 2019"	"2019/01"	"Male"	"M"	864	Not Applicable	Not Applicable
	"50 years"	"50"	"Feb., 2019"	"2019/02"	"Female"	"F"	491	Not Applicable	Not Applicable
	"50 years"	"50"	"Feb., 2019"	"2019/02"	"Male"	"M"	787	Not Applicable	Not Applicable
	"50 years"	"50"	"Mar., 2019"	"2019/03"	"Female"	"F"	560	Not Applicable	Not Applicable
	"50 years"	"50"	"Mar., 2019"	"2019/03"	"Male"	"M"	871	Not Applicable	Not Applicable
	"50 years"	"50"	"Apr., 2019"	"2019/04"	"Female"	"F"	510	Not Applicable	Not Applicable
	"50 years"	"50"	"Apr., 2019"	"2019/04"	"Male"	"M"	829	Not Applicable	Not Applicable
	"50 years"	"50"	"May, 2019"	"2019/05"	"Female"	"F"	528	Not Applicable	Not Applicable
	"50 years"	"50"	"May, 2019"	"2019/05"	"Male"	"M"	840	Not Applicable	Not Applicable
	"50 years"	"50"	"Jun., 2019"	"2019/06"	"Female"	"F"	473	Not Applicable	Not Applicable
	"50 years"	"50"	"Jun., 2019"	"2019/06"	"Male"	"M"	738	Not Applicable	Not Applicable
	"50 years"	"50"	"Jul., 2019"	"2019/07"	"Female"	"F"	537	Not Applicable	Not Applicable
	"50 years"	"50"	"Jul., 2019"	"2019/07"	"Male"	"M"	892	Not Applicable	Not Applicable
	"50 years"	"50"	"Aug., 2019"	"2019/08"	"Female"	"F"	512	Not Applicable	Not Applicable
	"50 years"	"50"	"Aug., 2019"	"2019/08"	"Male"	"M"	816	Not Applicable	Not Applicable
	"50 years"	"50"	"Sep., 2019"	"2019/09"	"Female"	"F"	491	Not Applicable	Not Applicable
	"50 years"	"50"	"Sep., 2019"	"2019/09"	"Male"	"M"	758	Not Applicable	Not Applicable
	"50 years"	"50"	"Oct., 2019"	"2019/10"	"Female"	"F"	498	Not Applicable	Not Applicable
	"50 years"	"50"	"Oct., 2019"	"2019/10"	"Male"	"M"	872	Not Applicable	Not Applicable
	"50 years"	"50"	"Nov., 2019"	"2019/11"	"Female"	"F"	541	Not Applicable	Not Applicable
	"50 years"	"50"	"Nov., 2019"	"2019/11"	"Male"	"M"	802	Not Applicable	Not Applicable
	"50 years"	"50"	"Dec., 2019"	"2019/12"	"Female"	"F"	542	Not Applicable	Not Applicable
	"50 years"	"50"	"Dec., 2019"	"2019/12"	"Male"	"M"	871	Not Applicable	Not Applicable
	"50 years"	"50"	"Jan., 2020"	"2020/01"	"Female"	"F"	586	Not Applicable	Not Applicable
	"50 years"	"50"	"Jan., 2020"	"2020/01"	"Male"	"M"	919	Not Applicable	Not Applicable
	"50 years"	"50"	"Feb., 2020"	"2020/02"	"Female"	"F"	567	Not Applicable	Not Applicable
	"50 years"	"50"	"Feb., 2020"	"2020/02"	"Male"	"M"	829	Not Applicable	Not Applicable
	"50 years"	"50"	"Mar., 2020"	"2020/03"	"Female"	"F"	570	Not Applicable	Not Applicable
	"50 years"	"50"	"Mar., 2020"	"2020/03"	"Male"	"M"	977	Not Applicable	Not Applicable
	"50 years"	"50"	"Apr., 2020"	"2020/04"	"Female"	"F"	663	Not Applicable	Not Applicable
	"50 years"	"50"	"Apr., 2020"	"2020/04"	"Male"	"M"	1146	Not Applicable	Not Applicable
	"50 years"	"50"	"May, 2020"	"2020/05"	"Female"	"F"	636	Not Applicable	Not Applicable
	"50 years"	"50"	"May, 2020"	"2020/05"	"Male"	"M"	1128	Not Applicable	Not Applicable
	"50 years"	"50"	"Jun., 2020"	"2020/06"	"Female"	"F"	578	Not Applicable	Not Applicable
	"50 years"	"50"	"Jun., 2020"	"2020/06"	"Male"	"M"	1051	Not Applicable	Not Applicable
	"50 years"	"50"	"Jul., 2020"	"2020/07"	"Female"	"F"	667	Not Applicable	Not Applicable
	"50 years"	"50"	"Jul., 2020"	"2020/07"	"Male"	"M"	1130	Not Applicable	Not Applicable
	"50 years"	"50"	"Aug., 2020"	"2020/08"	"Female"	"F"	634	Not Applicable	Not Applicable
	"50 years"	"50"	"Aug., 2020"	"2020/08"	"Male"	"M"	1099	Not Applicable	Not Applicable
	"50 years"	"50"	"Sep., 2020"	"2020/09"	"Female"	"F"	587	Not Applicable	Not Applicable
	"50 years"	"50"	"Sep., 2020"	"2020/09"	"Male"	"M"	1051	Not Applicable	Not Applicable
	"50 years"	"50"	"Oct., 2020"	"2020/10"	"Female"	"F"	607	Not Applicable	Not Applicable
	"50 years"	"50"	"Oct., 2020"	"2020/10"	"Male"	"M"	986	Not Applicable	Not Applicable
	"50 years"	"50"	"Nov., 2020"	"2020/11"	"Female"	"F"	615	Not Applicable	Not Applicable
	"50 years"	"50"	"Nov., 2020"	"2020/11"	"Male"	"M"	1048	Not Applicable	Not Applicable
	"50 years"	"50"	"Dec., 2020"	"2020/12"	"Female"	"F"	793	Not Applicable	Not Applicable
	"50 years"	"50"	"Dec., 2020"	"2020/12"	"Male"	"M"	1293	Not Applicable	Not Applicable
	"50 years"	"50"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	778	Not Applicable	Not Applicable
	"50 years"	"50"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	1429	Not Applicable	Not Applicable
	"50 years"	"50"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	650	Not Applicable	Not Applicable
	"50 years"	"50"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	1113	Not Applicable	Not Applicable
	"50 years"	"50"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	675	Not Applicable	Not Applicable
	"50 years"	"50"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	1091	Not Applicable	Not Applicable
	"50 years"	"50"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	677	Not Applicable	Not Applicable
	"50 years"	"50"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	1111	Not Applicable	Not Applicable
	"50 years"	"50"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	602	Not Applicable	Not Applicable
	"50 years"	"50"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	1054	Not Applicable	Not Applicable
	"50 years"	"50"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	637	Not Applicable	Not Applicable
	"50 years"	"50"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	1026	Not Applicable	Not Applicable
	"50 years"	"50"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	617	Not Applicable	Not Applicable
	"50 years"	"50"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	1129	Not Applicable	Not Applicable
	"50 years"	"50"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	838	Not Applicable	Not Applicable
	"50 years"	"50"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	1506	Not Applicable	Not Applicable
	"50 years"	"50"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	931	Not Applicable	Not Applicable
	"50 years"	"50"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	1536	Not Applicable	Not Applicable
	"50 years"	"50"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	809	Not Applicable	Not Applicable
	"50 years"	"50"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	1347	Not Applicable	Not Applicable
	"50 years"	"50"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	720	Not Applicable	Not Applicable
	"50 years"	"50"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	1144	Not Applicable	Not Applicable
	"50 years"	"50"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	783	Not Applicable	Not Applicable
	"50 years"	"50"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	1207	Not Applicable	Not Applicable
	"50 years"	"50"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	781	Not Applicable	Not Applicable
	"50 years"	"50"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	1258	Not Applicable	Not Applicable
	"50 years"	"50"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	595	Not Applicable	Not Applicable
	"50 years"	"50"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	916	Not Applicable	Not Applicable
	"50 years"	"50"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	239	Not Applicable	Not Applicable
	"50 years"	"50"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	382	Not Applicable	Not Applicable
	"51 years"	"51"	"Jan., 2018"	"2018/01"	"Female"	"F"	632	Not Applicable	Not Applicable
	"51 years"	"51"	"Jan., 2018"	"2018/01"	"Male"	"M"	1071	Not Applicable	Not Applicable
	"51 years"	"51"	"Feb., 2018"	"2018/02"	"Female"	"F"	569	Not Applicable	Not Applicable
	"51 years"	"51"	"Feb., 2018"	"2018/02"	"Male"	"M"	847	Not Applicable	Not Applicable
	"51 years"	"51"	"Mar., 2018"	"2018/03"	"Female"	"F"	579	Not Applicable	Not Applicable
	"51 years"	"51"	"Mar., 2018"	"2018/03"	"Male"	"M"	926	Not Applicable	Not Applicable
	"51 years"	"51"	"Apr., 2018"	"2018/04"	"Female"	"F"	576	Not Applicable	Not Applicable
	"51 years"	"51"	"Apr., 2018"	"2018/04"	"Male"	"M"	858	Not Applicable	Not Applicable
	"51 years"	"51"	"May, 2018"	"2018/05"	"Female"	"F"	578	Not Applicable	Not Applicable
	"51 years"	"51"	"May, 2018"	"2018/05"	"Male"	"M"	863	Not Applicable	Not Applicable
	"51 years"	"51"	"Jun., 2018"	"2018/06"	"Female"	"F"	538	Not Applicable	Not Applicable
	"51 years"	"51"	"Jun., 2018"	"2018/06"	"Male"	"M"	852	Not Applicable	Not Applicable
	"51 years"	"51"	"Jul., 2018"	"2018/07"	"Female"	"F"	582	Not Applicable	Not Applicable
	"51 years"	"51"	"Jul., 2018"	"2018/07"	"Male"	"M"	917	Not Applicable	Not Applicable
	"51 years"	"51"	"Aug., 2018"	"2018/08"	"Female"	"F"	588	Not Applicable	Not Applicable
	"51 years"	"51"	"Aug., 2018"	"2018/08"	"Male"	"M"	823	Not Applicable	Not Applicable
	"51 years"	"51"	"Sep., 2018"	"2018/09"	"Female"	"F"	582	Not Applicable	Not Applicable
	"51 years"	"51"	"Sep., 2018"	"2018/09"	"Male"	"M"	789	Not Applicable	Not Applicable
	"51 years"	"51"	"Oct., 2018"	"2018/10"	"Female"	"F"	573	Not Applicable	Not Applicable
	"51 years"	"51"	"Oct., 2018"	"2018/10"	"Male"	"M"	873	Not Applicable	Not Applicable
	"51 years"	"51"	"Nov., 2018"	"2018/11"	"Female"	"F"	533	Not Applicable	Not Applicable
	"51 years"	"51"	"Nov., 2018"	"2018/11"	"Male"	"M"	872	Not Applicable	Not Applicable
	"51 years"	"51"	"Dec., 2018"	"2018/12"	"Female"	"F"	608	Not Applicable	Not Applicable
	"51 years"	"51"	"Dec., 2018"	"2018/12"	"Male"	"M"	914	Not Applicable	Not Applicable
	"51 years"	"51"	"Jan., 2019"	"2019/01"	"Female"	"F"	599	Not Applicable	Not Applicable
	"51 years"	"51"	"Jan., 2019"	"2019/01"	"Male"	"M"	927	Not Applicable	Not Applicable
	"51 years"	"51"	"Feb., 2019"	"2019/02"	"Female"	"F"	499	Not Applicable	Not Applicable
	"51 years"	"51"	"Feb., 2019"	"2019/02"	"Male"	"M"	874	Not Applicable	Not Applicable
	"51 years"	"51"	"Mar., 2019"	"2019/03"	"Female"	"F"	580	Not Applicable	Not Applicable
	"51 years"	"51"	"Mar., 2019"	"2019/03"	"Male"	"M"	914	Not Applicable	Not Applicable
	"51 years"	"51"	"Apr., 2019"	"2019/04"	"Female"	"F"	513	Not Applicable	Not Applicable
	"51 years"	"51"	"Apr., 2019"	"2019/04"	"Male"	"M"	872	Not Applicable	Not Applicable
	"51 years"	"51"	"May, 2019"	"2019/05"	"Female"	"F"	540	Not Applicable	Not Applicable
	"51 years"	"51"	"May, 2019"	"2019/05"	"Male"	"M"	897	Not Applicable	Not Applicable
	"51 years"	"51"	"Jun., 2019"	"2019/06"	"Female"	"F"	542	Not Applicable	Not Applicable
	"51 years"	"51"	"Jun., 2019"	"2019/06"	"Male"	"M"	847	Not Applicable	Not Applicable
	"51 years"	"51"	"Jul., 2019"	"2019/07"	"Female"	"F"	549	Not Applicable	Not Applicable
	"51 years"	"51"	"Jul., 2019"	"2019/07"	"Male"	"M"	914	Not Applicable	Not Applicable
	"51 years"	"51"	"Aug., 2019"	"2019/08"	"Female"	"F"	528	Not Applicable	Not Applicable
	"51 years"	"51"	"Aug., 2019"	"2019/08"	"Male"	"M"	895	Not Applicable	Not Applicable
	"51 years"	"51"	"Sep., 2019"	"2019/09"	"Female"	"F"	496	Not Applicable	Not Applicable
	"51 years"	"51"	"Sep., 2019"	"2019/09"	"Male"	"M"	813	Not Applicable	Not Applicable
	"51 years"	"51"	"Oct., 2019"	"2019/10"	"Female"	"F"	571	Not Applicable	Not Applicable
	"51 years"	"51"	"Oct., 2019"	"2019/10"	"Male"	"M"	905	Not Applicable	Not Applicable
	"51 years"	"51"	"Nov., 2019"	"2019/11"	"Female"	"F"	567	Not Applicable	Not Applicable
	"51 years"	"51"	"Nov., 2019"	"2019/11"	"Male"	"M"	894	Not Applicable	Not Applicable
	"51 years"	"51"	"Dec., 2019"	"2019/12"	"Female"	"F"	561	Not Applicable	Not Applicable
	"51 years"	"51"	"Dec., 2019"	"2019/12"	"Male"	"M"	901	Not Applicable	Not Applicable
	"51 years"	"51"	"Jan., 2020"	"2020/01"	"Female"	"F"	607	Not Applicable	Not Applicable
	"51 years"	"51"	"Jan., 2020"	"2020/01"	"Male"	"M"	933	Not Applicable	Not Applicable
	"51 years"	"51"	"Feb., 2020"	"2020/02"	"Female"	"F"	525	Not Applicable	Not Applicable
	"51 years"	"51"	"Feb., 2020"	"2020/02"	"Male"	"M"	892	Not Applicable	Not Applicable
	"51 years"	"51"	"Mar., 2020"	"2020/03"	"Female"	"F"	675	Not Applicable	Not Applicable
	"51 years"	"51"	"Mar., 2020"	"2020/03"	"Male"	"M"	1007	Not Applicable	Not Applicable
	"51 years"	"51"	"Apr., 2020"	"2020/04"	"Female"	"F"	674	Not Applicable	Not Applicable
	"51 years"	"51"	"Apr., 2020"	"2020/04"	"Male"	"M"	1169	Not Applicable	Not Applicable
	"51 years"	"51"	"May, 2020"	"2020/05"	"Female"	"F"	630	Not Applicable	Not Applicable
	"51 years"	"51"	"May, 2020"	"2020/05"	"Male"	"M"	1137	Not Applicable	Not Applicable
	"51 years"	"51"	"Jun., 2020"	"2020/06"	"Female"	"F"	617	Not Applicable	Not Applicable
	"51 years"	"51"	"Jun., 2020"	"2020/06"	"Male"	"M"	1064	Not Applicable	Not Applicable
	"51 years"	"51"	"Jul., 2020"	"2020/07"	"Female"	"F"	689	Not Applicable	Not Applicable
	"51 years"	"51"	"Jul., 2020"	"2020/07"	"Male"	"M"	1125	Not Applicable	Not Applicable
	"51 years"	"51"	"Aug., 2020"	"2020/08"	"Female"	"F"	675	Not Applicable	Not Applicable
	"51 years"	"51"	"Aug., 2020"	"2020/08"	"Male"	"M"	1189	Not Applicable	Not Applicable
	"51 years"	"51"	"Sep., 2020"	"2020/09"	"Female"	"F"	623	Not Applicable	Not Applicable
	"51 years"	"51"	"Sep., 2020"	"2020/09"	"Male"	"M"	1026	Not Applicable	Not Applicable
	"51 years"	"51"	"Oct., 2020"	"2020/10"	"Female"	"F"	667	Not Applicable	Not Applicable
	"51 years"	"51"	"Oct., 2020"	"2020/10"	"Male"	"M"	1069	Not Applicable	Not Applicable
	"51 years"	"51"	"Nov., 2020"	"2020/11"	"Female"	"F"	687	Not Applicable	Not Applicable
	"51 years"	"51"	"Nov., 2020"	"2020/11"	"Male"	"M"	1131	Not Applicable	Not Applicable
	"51 years"	"51"	"Dec., 2020"	"2020/12"	"Female"	"F"	810	Not Applicable	Not Applicable
	"51 years"	"51"	"Dec., 2020"	"2020/12"	"Male"	"M"	1355	Not Applicable	Not Applicable
	"51 years"	"51"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	866	Not Applicable	Not Applicable
	"51 years"	"51"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	1432	Not Applicable	Not Applicable
	"51 years"	"51"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	625	Not Applicable	Not Applicable
	"51 years"	"51"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	1147	Not Applicable	Not Applicable
	"51 years"	"51"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	669	Not Applicable	Not Applicable
	"51 years"	"51"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	1117	Not Applicable	Not Applicable
	"51 years"	"51"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	649	Not Applicable	Not Applicable
	"51 years"	"51"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	1119	Not Applicable	Not Applicable
	"51 years"	"51"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	688	Not Applicable	Not Applicable
	"51 years"	"51"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	1167	Not Applicable	Not Applicable
	"51 years"	"51"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	620	Not Applicable	Not Applicable
	"51 years"	"51"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	1071	Not Applicable	Not Applicable
	"51 years"	"51"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	670	Not Applicable	Not Applicable
	"51 years"	"51"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	1117	Not Applicable	Not Applicable
	"51 years"	"51"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	871	Not Applicable	Not Applicable
	"51 years"	"51"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	1513	Not Applicable	Not Applicable
	"51 years"	"51"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	951	Not Applicable	Not Applicable
	"51 years"	"51"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	1599	Not Applicable	Not Applicable
	"51 years"	"51"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	896	Not Applicable	Not Applicable
	"51 years"	"51"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	1326	Not Applicable	Not Applicable
	"51 years"	"51"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	747	Not Applicable	Not Applicable
	"51 years"	"51"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	1283	Not Applicable	Not Applicable
	"51 years"	"51"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	862	Not Applicable	Not Applicable
	"51 years"	"51"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	1428	Not Applicable	Not Applicable
	"51 years"	"51"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	878	Not Applicable	Not Applicable
	"51 years"	"51"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	1416	Not Applicable	Not Applicable
	"51 years"	"51"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	565	Not Applicable	Not Applicable
	"51 years"	"51"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	1029	Not Applicable	Not Applicable
	"51 years"	"51"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	267	Not Applicable	Not Applicable
	"51 years"	"51"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	398	Not Applicable	Not Applicable
	"52 years"	"52"	"Jan., 2018"	"2018/01"	"Female"	"F"	740	Not Applicable	Not Applicable
	"52 years"	"52"	"Jan., 2018"	"2018/01"	"Male"	"M"	1128	Not Applicable	Not Applicable
	"52 years"	"52"	"Feb., 2018"	"2018/02"	"Female"	"F"	600	Not Applicable	Not Applicable
	"52 years"	"52"	"Feb., 2018"	"2018/02"	"Male"	"M"	957	Not Applicable	Not Applicable
	"52 years"	"52"	"Mar., 2018"	"2018/03"	"Female"	"F"	657	Not Applicable	Not Applicable
	"52 years"	"52"	"Mar., 2018"	"2018/03"	"Male"	"M"	1055	Not Applicable	Not Applicable
	"52 years"	"52"	"Apr., 2018"	"2018/04"	"Female"	"F"	673	Not Applicable	Not Applicable
	"52 years"	"52"	"Apr., 2018"	"2018/04"	"Male"	"M"	978	Not Applicable	Not Applicable
	"52 years"	"52"	"May, 2018"	"2018/05"	"Female"	"F"	641	Not Applicable	Not Applicable
	"52 years"	"52"	"May, 2018"	"2018/05"	"Male"	"M"	980	Not Applicable	Not Applicable
	"52 years"	"52"	"Jun., 2018"	"2018/06"	"Female"	"F"	571	Not Applicable	Not Applicable
	"52 years"	"52"	"Jun., 2018"	"2018/06"	"Male"	"M"	984	Not Applicable	Not Applicable
	"52 years"	"52"	"Jul., 2018"	"2018/07"	"Female"	"F"	626	Not Applicable	Not Applicable
	"52 years"	"52"	"Jul., 2018"	"2018/07"	"Male"	"M"	1007	Not Applicable	Not Applicable
	"52 years"	"52"	"Aug., 2018"	"2018/08"	"Female"	"F"	604	Not Applicable	Not Applicable
	"52 years"	"52"	"Aug., 2018"	"2018/08"	"Male"	"M"	959	Not Applicable	Not Applicable
	"52 years"	"52"	"Sep., 2018"	"2018/09"	"Female"	"F"	621	Not Applicable	Not Applicable
	"52 years"	"52"	"Sep., 2018"	"2018/09"	"Male"	"M"	954	Not Applicable	Not Applicable
	"52 years"	"52"	"Oct., 2018"	"2018/10"	"Female"	"F"	614	Not Applicable	Not Applicable
	"52 years"	"52"	"Oct., 2018"	"2018/10"	"Male"	"M"	983	Not Applicable	Not Applicable
	"52 years"	"52"	"Nov., 2018"	"2018/11"	"Female"	"F"	597	Not Applicable	Not Applicable
	"52 years"	"52"	"Nov., 2018"	"2018/11"	"Male"	"M"	958	Not Applicable	Not Applicable
	"52 years"	"52"	"Dec., 2018"	"2018/12"	"Female"	"F"	624	Not Applicable	Not Applicable
	"52 years"	"52"	"Dec., 2018"	"2018/12"	"Male"	"M"	993	Not Applicable	Not Applicable
	"52 years"	"52"	"Jan., 2019"	"2019/01"	"Female"	"F"	648	Not Applicable	Not Applicable
	"52 years"	"52"	"Jan., 2019"	"2019/01"	"Male"	"M"	1084	Not Applicable	Not Applicable
	"52 years"	"52"	"Feb., 2019"	"2019/02"	"Female"	"F"	592	Not Applicable	Not Applicable
	"52 years"	"52"	"Feb., 2019"	"2019/02"	"Male"	"M"	930	Not Applicable	Not Applicable
	"52 years"	"52"	"Mar., 2019"	"2019/03"	"Female"	"F"	656	Not Applicable	Not Applicable
	"52 years"	"52"	"Mar., 2019"	"2019/03"	"Male"	"M"	1009	Not Applicable	Not Applicable
	"52 years"	"52"	"Apr., 2019"	"2019/04"	"Female"	"F"	609	Not Applicable	Not Applicable
	"52 years"	"52"	"Apr., 2019"	"2019/04"	"Male"	"M"	957	Not Applicable	Not Applicable
	"52 years"	"52"	"May, 2019"	"2019/05"	"Female"	"F"	592	Not Applicable	Not Applicable
	"52 years"	"52"	"May, 2019"	"2019/05"	"Male"	"M"	993	Not Applicable	Not Applicable
	"52 years"	"52"	"Jun., 2019"	"2019/06"	"Female"	"F"	546	Not Applicable	Not Applicable
	"52 years"	"52"	"Jun., 2019"	"2019/06"	"Male"	"M"	993	Not Applicable	Not Applicable
	"52 years"	"52"	"Jul., 2019"	"2019/07"	"Female"	"F"	602	Not Applicable	Not Applicable
	"52 years"	"52"	"Jul., 2019"	"2019/07"	"Male"	"M"	942	Not Applicable	Not Applicable
	"52 years"	"52"	"Aug., 2019"	"2019/08"	"Female"	"F"	587	Not Applicable	Not Applicable
	"52 years"	"52"	"Aug., 2019"	"2019/08"	"Male"	"M"	907	Not Applicable	Not Applicable
	"52 years"	"52"	"Sep., 2019"	"2019/09"	"Female"	"F"	555	Not Applicable	Not Applicable
	"52 years"	"52"	"Sep., 2019"	"2019/09"	"Male"	"M"	927	Not Applicable	Not Applicable
	"52 years"	"52"	"Oct., 2019"	"2019/10"	"Female"	"F"	608	Not Applicable	Not Applicable
	"52 years"	"52"	"Oct., 2019"	"2019/10"	"Male"	"M"	921	Not Applicable	Not Applicable
	"52 years"	"52"	"Nov., 2019"	"2019/11"	"Female"	"F"	603	Not Applicable	Not Applicable
	"52 years"	"52"	"Nov., 2019"	"2019/11"	"Male"	"M"	928	Not Applicable	Not Applicable
	"52 years"	"52"	"Dec., 2019"	"2019/12"	"Female"	"F"	585	Not Applicable	Not Applicable
	"52 years"	"52"	"Dec., 2019"	"2019/12"	"Male"	"M"	1014	Not Applicable	Not Applicable
	"52 years"	"52"	"Jan., 2020"	"2020/01"	"Female"	"F"	675	Not Applicable	Not Applicable
	"52 years"	"52"	"Jan., 2020"	"2020/01"	"Male"	"M"	1052	Not Applicable	Not Applicable
	"52 years"	"52"	"Feb., 2020"	"2020/02"	"Female"	"F"	597	Not Applicable	Not Applicable
	"52 years"	"52"	"Feb., 2020"	"2020/02"	"Male"	"M"	926	Not Applicable	Not Applicable
	"52 years"	"52"	"Mar., 2020"	"2020/03"	"Female"	"F"	668	Not Applicable	Not Applicable
	"52 years"	"52"	"Mar., 2020"	"2020/03"	"Male"	"M"	980	Not Applicable	Not Applicable
	"52 years"	"52"	"Apr., 2020"	"2020/04"	"Female"	"F"	726	Not Applicable	Not Applicable
	"52 years"	"52"	"Apr., 2020"	"2020/04"	"Male"	"M"	1332	Not Applicable	Not Applicable
	"52 years"	"52"	"May, 2020"	"2020/05"	"Female"	"F"	699	Not Applicable	Not Applicable
	"52 years"	"52"	"May, 2020"	"2020/05"	"Male"	"M"	1211	Not Applicable	Not Applicable
	"52 years"	"52"	"Jun., 2020"	"2020/06"	"Female"	"F"	713	Not Applicable	Not Applicable
	"52 years"	"52"	"Jun., 2020"	"2020/06"	"Male"	"M"	1176	Not Applicable	Not Applicable
	"52 years"	"52"	"Jul., 2020"	"2020/07"	"Female"	"F"	751	Not Applicable	Not Applicable
	"52 years"	"52"	"Jul., 2020"	"2020/07"	"Male"	"M"	1168	Not Applicable	Not Applicable
	"52 years"	"52"	"Aug., 2020"	"2020/08"	"Female"	"F"	689	Not Applicable	Not Applicable
	"52 years"	"52"	"Aug., 2020"	"2020/08"	"Male"	"M"	1297	Not Applicable	Not Applicable
	"52 years"	"52"	"Sep., 2020"	"2020/09"	"Female"	"F"	635	Not Applicable	Not Applicable
	"52 years"	"52"	"Sep., 2020"	"2020/09"	"Male"	"M"	1135	Not Applicable	Not Applicable
	"52 years"	"52"	"Oct., 2020"	"2020/10"	"Female"	"F"	690	Not Applicable	Not Applicable
	"52 years"	"52"	"Oct., 2020"	"2020/10"	"Male"	"M"	1111	Not Applicable	Not Applicable
	"52 years"	"52"	"Nov., 2020"	"2020/11"	"Female"	"F"	703	Not Applicable	Not Applicable
	"52 years"	"52"	"Nov., 2020"	"2020/11"	"Male"	"M"	1160	Not Applicable	Not Applicable
	"52 years"	"52"	"Dec., 2020"	"2020/12"	"Female"	"F"	832	Not Applicable	Not Applicable
